subcategory_1,subcategory_2,similarity
Film,Music,0.3714138865470886
Miscellaneous,Music,0.3578943908214569
Film,Sports,0.2787571847438812
Music,Sports,0.24854761362075806
Arts & Theatre,Film,0.22961275279521942
Arts & Theatre,Sports,0.2222399115562439
Arts & Theatre,Music,0.21827024221420288
Arts & Theatre,Miscellaneous,0.209314227104187
Film,Miscellaneous,0.14084577560424805
Miscellaneous,Sports,0.04374642297625542
