subcategory_1,subcategory_2,similarity
Fine Art,Holiday,0.24876713752746582
Boxing,Reggae,0.2487078309059143
Dance/Electronic,Wrestling,0.24867799878120422
Action/Adventure,New Age,0.2485845386981964
Children's Music,World,0.24856509268283844
Cultural,Music,0.24851050972938538
Horror,Martial Arts,0.24840041995048523
Circus & Specialty Acts,Community/Civic,0.24816611409187317
Roller Derby,World,0.24799923598766327
Alternative,Family,0.24789893627166748
Alternative,World,0.24751868844032288
Lecture/Seminar,Pop,0.2475183606147766
Children's Theatre,Rock,0.24739181995391846
Ballads/Romantic,Children's Music,0.2468348890542984
Family,Motorsports/Racing,0.24675661325454712
Basketball,Children's Music,0.24668224155902863
Community/Civic,Hockey,0.24655550718307495
Children's Music,Theatre,0.24643966555595398
Animation,Extreme,0.24635237455368042
Boxing,Hip-Hop/Rap,0.2460889220237732
Community/Civic,World,0.2460823804140091
Ballads/Romantic,Music,0.2455829679965973
Cultural,Drama,0.24537676572799683
Drama,Rodeo,0.24504992365837097
Baseball,Football,0.24490973353385925
Community/Civic,Metal,0.24483293294906616
Alternative,Hip-Hop/Rap,0.24477916955947876
Country,Jazz,0.24460236728191376
Classical,Rodeo,0.24453005194664001
Hockey,Music,0.24444274604320526
Jazz,Roller Derby,0.24398602545261383
Latin,Soccer,0.2437337338924408
Alternative,Martial Arts,0.24372640252113342
Ballads/Romantic,Drama,0.24370402097702026
Martial Arts,Motorsports/Racing,0.24344298243522644
Foreign,Holiday,0.2432861626148224
Miscellaneous Theatre,New Age,0.24315118789672852
Folk,Foreign,0.24304266273975372
Holiday,Spectacular,0.2426489293575287
Boxing,Ice Shows,0.2421383410692215
Children's Music,Fashion,0.24203306436538696
Hip-Hop/Rap,Horror,0.2413838505744934
Hobby/Special Interest Expos,World,0.24126574397087097
Holiday,Rodeo,0.24115222692489624
Ballads/Romantic,Science Fiction,0.24111869931221008
Alternative,Country,0.24092721939086914
Fairs & Festivals,Volleyball,0.2407728135585785
Ice Shows,Lecture/Seminar,0.2407057285308838
Community/Civic,Dance,0.24047458171844482
Basketball,Country,0.24044565856456757
Martial Arts,World,0.24037735164165497
Family,Hip-Hop/Rap,0.24019962549209595
Blues,Wrestling,0.24018064141273499
Blues,Country,0.24015426635742188
Blues,Religious,0.24014835059642792
Folk,Theatre,0.23993247747421265
Dance,Spectacular,0.23980748653411865
Fashion,Science Fiction,0.23978976905345917
Football,Hip-Hop/Rap,0.23976069688796997
Equestrian,Folk,0.23953190445899963
Fairs & Festivals,Folk,0.2394799441099167
Miscellaneous Theatre,Pop,0.2393825203180313
Ice Skating,Variety,0.23928409814834595
Basketball,Performance Art,0.23881655931472778
Ice Shows,Theatre,0.23845183849334717
Latin,Volleyball,0.23844987154006958
Folk,Horror,0.23842130601406097
Magic & Illusion,Religious,0.23830990493297577
Folk,Latin,0.23803706467151642
Family,Horror,0.23799969255924225
Alternative,Motorsports/Racing,0.2379581183195114
Fine Art,Magic & Illusion,0.23786994814872742
Comedy,Roller Derby,0.23774933815002441
Ice Shows,Miscellaneous Theatre,0.23760896921157837
Holiday,Magic & Illusion,0.23731252551078796
Dance/Electronic,Opera,0.2372230887413025
Action/Adventure,Rodeo,0.23707129061222076
Lecture/Seminar,Rock,0.2370133399963379
Children's Theatre,Pop,0.23699000477790833
Motorsports/Racing,Music,0.23688891530036926
Comedy,Folk,0.2368311882019043
Animation,Magic & Illusion,0.23666641116142273
Martial Arts,Spectacular,0.23645588755607605
Action/Adventure,Circus & Specialty Acts,0.23621685802936554
Ice Skating,Reggae,0.2360265851020813
Drama,Family,0.23599401116371155
Folk,Ice Shows,0.23595744371414185
Fine Art,Football,0.2356974482536316
Equestrian,Holiday,0.2356584519147873
Blues,Community/Civic,0.235439270734787
Ice Shows,New Age,0.23506693542003632
Fashion,Miscellaneous Theatre,0.23496925830841064
Miscellaneous Theatre,Roller Derby,0.2347131073474884
Metal,Soccer,0.23467785120010376
Blues,Spectacular,0.2345937192440033
Alternative,Rock,0.23451578617095947
Fine Art,Lecture/Seminar,0.23433223366737366
Cultural,Fairs & Festivals,0.23423828184604645
Alternative,Fairs & Festivals,0.23390233516693115
Hobby/Special Interest Expos,Ice Skating,0.2338544875383377
Alternative,Rodeo,0.23357394337654114
Cultural,Rock,0.2335326075553894
Fine Art,Music,0.23302307724952698
Horror,Pop,0.23271837830543518
Basketball,Miscellaneous,0.23267433047294617
Animation,Horror,0.23263783752918243
Drama,Performance Art,0.2325584441423416
Classical,Latin,0.23252034187316895
Children's Music,Multimedia,0.2324211299419403
Alternative,Dance,0.23239246010780334
Family,Lecture/Seminar,0.23224814236164093
Folk,Hockey,0.2320745885372162
Children's Theatre,Football,0.23165716230869293
Drama,Martial Arts,0.23133617639541626
Community/Civic,Rock,0.23124012351036072
Performance Art,Spectacular,0.23118576407432556
Football,Performance Art,0.23117637634277344
Blues,Drama,0.23107849061489105
Children's Music,Motorsports/Racing,0.23091252148151398
Children's Theatre,Cultural,0.2307257354259491
Alternative,Holiday,0.230484277009964
New Age,Roller Derby,0.2304784655570984
Drama,Extreme,0.23039785027503967
Comedy,Martial Arts,0.23035874962806702
Comedy,World,0.2302945852279663
Children's Music,Jazz,0.23027396202087402
Action/Adventure,Opera,0.23026718199253082
Hobby/Special Interest Expos,Pop,0.230218768119812
Dance/Electronic,Latin,0.2301558554172516
Martial Arts,Opera,0.23011243343353271
Children's Theatre,Holiday,0.23008540272712708
Cultural,Fine Art,0.2300243377685547
Drama,Spectacular,0.22989103198051453
Action/Adventure,Baseball,0.22966355085372925
Ice Skating,Martial Arts,0.22964446246623993
Children's Music,Cultural,0.22957280278205872
Pop,Rodeo,0.22925378382205963
Drama,Fine Art,0.22901754081249237
Magic & Illusion,Miscellaneous Theatre,0.22894242405891418
Drama,Soccer,0.22861096262931824
Equestrian,Fairs & Festivals,0.22833266854286194
Hockey,Spectacular,0.22827892005443573
Opera,Pop,0.22809015214443207
Classical,Spectacular,0.22803431749343872
Spectacular,Variety,0.22803300619125366
Children's Theatre,Fashion,0.22793230414390564
Folk,Religious,0.2278086543083191
Fine Art,Spectacular,0.22762402892112732
Lecture/Seminar,Miscellaneous Theatre,0.22756114602088928
Motorsports/Racing,Rock,0.2275390475988388
Jazz,Metal,0.2274756133556366
Fairs & Festivals,Hip-Hop/Rap,0.22740548849105835
Cultural,Magic & Illusion,0.22715356945991516
Cultural,Martial Arts,0.22680813074111938
Children's Music,Circus & Specialty Acts,0.22650718688964844
Family,Hobby/Special Interest Expos,0.2265070676803589
Basketball,Dance/Electronic,0.2263704389333725
Comedy,Opera,0.22618220746517181
Fairs & Festivals,Ice Shows,0.22565235197544098
Action/Adventure,Rock,0.22565095126628876
Boxing,Magic & Illusion,0.22563767433166504
Blues,Dance/Electronic,0.22537527978420258
Fashion,Jazz,0.2252197265625
Soccer,Spectacular,0.22495600581169128
Drama,Magic & Illusion,0.2246634066104889
Action/Adventure,Ice Skating,0.22432658076286316
New Age,Pop,0.22391100227832794
Holiday,Miscellaneous,0.22377926111221313
Children's Music,Holiday,0.2234189212322235
Spectacular,Volleyball,0.22309955954551697
Drama,Football,0.22309164702892303
Alternative,Horror,0.22303339838981628
Action/Adventure,World,0.22301632165908813
Basketball,Holiday,0.2229292243719101
Fashion,Magic & Illusion,0.22288379073143005
Dance,Fashion,0.22270777821540833
Dance,New Age,0.2226082980632782
Lecture/Seminar,Magic & Illusion,0.2225753366947174
Children's Music,Psychics/Mediums/Hypnotists,0.2225632220506668
Dance,Theatre,0.2225046306848526
Community/Civic,Fine Art,0.22235463559627533
Alternative,Lecture/Seminar,0.22230955958366394
Classical,Theatre,0.2222616821527481
Boxing,Motorsports/Racing,0.22207212448120117
Cultural,Performance Art,0.22201815247535706
Boxing,Spectacular,0.22197973728179932
Basketball,Rodeo,0.22177019715309143
Basketball,Children's Theatre,0.22167706489562988
Ice Skating,Magic & Illusion,0.22154271602630615
Equestrian,Miscellaneous Theatre,0.2215317189693451
Equestrian,Hockey,0.22128580510616302
Boxing,Fine Art,0.22113707661628723
Fine Art,Soccer,0.22079113125801086
Classical,Miscellaneous Theatre,0.2204846292734146
Boxing,Drama,0.21995361149311066
Action/Adventure,Children's Theatre,0.2198089361190796
Holiday,New Age,0.21975135803222656
Circus & Specialty Acts,Music,0.2196434736251831
Metal,Miscellaneous Theatre,0.2196250855922699
Children's Music,Horror,0.21949824690818787
Holiday,Theatre,0.21935446560382843
Drama,Variety,0.2192041277885437
Boxing,Folk,0.21900874376296997
Cultural,Miscellaneous Theatre,0.21895591914653778
Animation,Multimedia,0.21890407800674438
New Age,World,0.21877822279930115
Hockey,Performance Art,0.21875739097595215
Children's Theatre,Comedy,0.21864046156406403
Cultural,Fashion,0.21859057247638702
Children's Music,Soccer,0.21845805644989014
Alternative,Opera,0.21834999322891235
Community/Civic,Wrestling,0.21832048892974854
Fairs & Festivals,Martial Arts,0.21801377832889557
Hip-Hop/Rap,Miscellaneous,0.21773220598697662
Folk,Wrestling,0.21771575510501862
Dance/Electronic,Ice Skating,0.21762575209140778
Magic & Illusion,World,0.2176244556903839
Alternative,Ice Shows,0.21758390963077545
Boxing,Pop,0.21724511682987213
Religious,Wrestling,0.21716047823429108
Baseball,Hip-Hop/Rap,0.21702232956886292
Equestrian,Reggae,0.2169812023639679
Foreign,Miscellaneous Theatre,0.2165246158838272
Dance/Electronic,Equestrian,0.21641749143600464
Alternative,Hobby/Special Interest Expos,0.21637965738773346
Basketball,Miscellaneous Theatre,0.21630284190177917
Family,Latin,0.2161562740802765
Basketball,Boxing,0.21599431335926056
Football,Foreign,0.21592119336128235
Rodeo,World,0.2158205360174179
Comedy,Miscellaneous,0.2157387137413025
Reggae,World,0.21559810638427734
Foreign,World,0.2155306041240692
Comedy,Metal,0.2155081182718277
Children's Music,Drama,0.21524326503276825
Cultural,Rodeo,0.21494396030902863
Hip-Hop/Rap,Holiday,0.21480359137058258
Ice Skating,Spectacular,0.2142123579978943
Drama,Fairs & Festivals,0.21415185928344727
Hobby/Special Interest Expos,Rodeo,0.21414154767990112
Horror,Jazz,0.2140805572271347
Comedy,Music,0.21387065947055817
Fairs & Festivals,World,0.2136462926864624
Latin,Miscellaneous,0.21336868405342102
Baseball,Motorsports/Racing,0.21336312592029572
Drama,Ice Skating,0.21325907111167908
Psychics/Mediums/Hypnotists,World,0.21322882175445557
Horror,Latin,0.2132030427455902
Equestrian,Religious,0.2130528688430786
Equestrian,Magic & Illusion,0.21294419467449188
Equestrian,Performance Art,0.2126617431640625
Country,Performance Art,0.21219249069690704
Drama,Reggae,0.21216470003128052
Classical,Jazz,0.21214187145233154
Football,Opera,0.2119021713733673
Action/Adventure,Family,0.2118210792541504
Fashion,Holiday,0.2117929458618164
Hockey,Pop,0.2117832601070404
Action/Adventure,Comedy,0.21170523762702942
Children's Music,Classical,0.21169829368591309
Community/Civic,Drama,0.21153563261032104
Action/Adventure,Reggae,0.21144603192806244
Ice Skating,Volleyball,0.2112320512533188
Equestrian,Music,0.2111927568912506
Folk,Soccer,0.21082988381385803
Children's Music,Metal,0.21081148087978363
Magic & Illusion,Reggae,0.21075521409511566
Magic & Illusion,Soccer,0.21068474650382996
Action/Adventure,Martial Arts,0.2106829285621643
Alternative,Magic & Illusion,0.21043771505355835
Ice Skating,Rodeo,0.21037408709526062
Fashion,New Age,0.2103169858455658
Alternative,Miscellaneous,0.21021327376365662
Rodeo,Theatre,0.20971350371837616
Children's Theatre,Classical,0.20942150056362152
Children's Theatre,Soccer,0.2093360424041748
Boxing,World,0.20889636874198914
Miscellaneous Theatre,Religious,0.20858946442604065
Community/Civic,Miscellaneous Theatre,0.20858392119407654
Holiday,Reggae,0.2085740566253662
Action/Adventure,Basketball,0.2083311378955841
Community/Civic,Fashion,0.20831431448459625
Hobby/Special Interest Expos,New Age,0.2082945555448532
Multimedia,Religious,0.20824240148067474
Action/Adventure,Extreme,0.20823535323143005
Ice Shows,Metal,0.20810802280902863
Equestrian,Football,0.20736996829509735
Horror,Miscellaneous Theatre,0.2071387767791748
Miscellaneous Theatre,Reggae,0.2070467323064804
Circus & Specialty Acts,Hip-Hop/Rap,0.20702534914016724
Music,Theatre,0.2069854438304901
Basketball,Metal,0.2069683074951172
Cultural,Opera,0.20696580410003662
Cultural,Other,0.20671610534191132
Fairs & Festivals,Music,0.2066769301891327
Ballads/Romantic,Opera,0.20664139091968536
Action/Adventure,Wrestling,0.20657670497894287
Children's Theatre,Metal,0.20628604292869568
Magic & Illusion,Performance Art,0.20624516904354095
New Age,Rodeo,0.20624257624149323
Fine Art,Wrestling,0.20622414350509644
Action/Adventure,Latin,0.20613205432891846
Blues,Miscellaneous,0.20588871836662292
Hockey,Holiday,0.20568440854549408
Cultural,Religious,0.20548641681671143
Action/Adventure,Performance Art,0.20514345169067383
Psychics/Mediums/Hypnotists,Roller Derby,0.2050948441028595
Magic & Illusion,Undefined,0.20509083569049835
Foreign,Jazz,0.20497596263885498
Cultural,Dance,0.2049669325351715
Lecture/Seminar,Variety,0.2049199640750885
Action/Adventure,Fashion,0.20481637120246887
Reggae,Soccer,0.2048076093196869
Children's Music,Latin,0.20473027229309082
Comedy,Motorsports/Racing,0.20465561747550964
Undefined,World,0.2046445906162262
Alternative,Theatre,0.2042657732963562
Baseball,Hobby/Special Interest Expos,0.20419223606586456
Jazz,Wrestling,0.20399871468544006
Folk,Football,0.2038915753364563
Cultural,Jazz,0.20368246734142303
Cultural,Theatre,0.20358523726463318
Children's Theatre,Reggae,0.20347589254379272
Alternative,Circus & Specialty Acts,0.20329499244689941
Drama,Jazz,0.20314913988113403
Ice Shows,Pop,0.2027970254421234
Dance/Electronic,Folk,0.20238736271858215
Psychics/Mediums/Hypnotists,Reggae,0.2023640275001526
Comedy,Religious,0.20227748155593872
Animation,Performance Art,0.2022433578968048
Basketball,Martial Arts,0.20223288238048553
Alternative,Reggae,0.20215658843517303
Family,Opera,0.2021145224571228
Baseball,Dance,0.20210549235343933
Ballads/Romantic,Variety,0.20191337168216705
Dance,Psychics/Mediums/Hypnotists,0.20179855823516846
Roller Derby,Soccer,0.20174749195575714
Miscellaneous Theatre,Spectacular,0.20169341564178467
Hip-Hop/Rap,New Age,0.2016647458076477
Community/Civic,Soccer,0.20131614804267883
Fairs & Festivals,Rodeo,0.20129168033599854
Folk,Holiday,0.20128563046455383
Equestrian,Variety,0.20102396607398987
Dance/Electronic,New Age,0.20066781342029572
Ice Skating,Jazz,0.20036496222019196
Fashion,Ice Shows,0.20029407739639282
Ballads/Romantic,Folk,0.2001243531703949
Fine Art,Ice Skating,0.2000993937253952
Baseball,Horror,0.2000807225704193
Cultural,World,0.19999775290489197
Holiday,R&B,0.19991058111190796
Hobby/Special Interest Expos,Martial Arts,0.19982443749904633
Performance Art,Theatre,0.19976255297660828
Blues,Classical,0.19975560903549194
Family,Reggae,0.19968752562999725
Science Fiction,World,0.19940917193889618
Alternative,Foreign,0.19933369755744934
Motorsports/Racing,Soccer,0.19932407140731812
Religious,Spectacular,0.1991771161556244
Country,Football,0.19861756265163422
Magic & Illusion,Multimedia,0.1986023485660553
Classical,Reggae,0.19846977293491364
Baseball,Metal,0.19838452339172363
Comedy,Lecture/Seminar,0.19824624061584473
Magic & Illusion,New Age,0.1981724053621292
Community/Civic,Music,0.19791999459266663
Ice Skating,Rock,0.19775941967964172
Hobby/Special Interest Expos,Latin,0.19773170351982117
Dance/Electronic,Soccer,0.1976803094148636
Ice Skating,Pop,0.19756197929382324
Ice Shows,World,0.19753852486610413
Community/Civic,Fairs & Festivals,0.19747522473335266
Circus & Specialty Acts,Performance Art,0.19744205474853516
Motorsports/Racing,Wrestling,0.19736775755882263
Holiday,Jazz,0.19692476093769073
Ballads/Romantic,Dance,0.19687095284461975
Country,Dance/Electronic,0.1967940777540207
Rodeo,Soccer,0.19675418734550476
Blues,Cultural,0.19671311974525452
Fine Art,R&B,0.19654415547847748
Hobby/Special Interest Expos,Miscellaneous,0.19635984301567078
Basketball,Reggae,0.19633209705352783
Music,Religious,0.1962021291255951
Health/Wellness,Holiday,0.19592708349227905
Miscellaneous Theatre,R&B,0.19562295079231262
Foreign,Music,0.1954212784767151
Basketball,Wrestling,0.1953127086162567
Circus & Specialty Acts,Classical,0.19503116607666016
Holiday,Other,0.194990336894989
Basketball,Ice Skating,0.194957435131073
Lecture/Seminar,Miscellaneous,0.19455644488334656
Basketball,Motorsports/Racing,0.19451570510864258
Folk,New Age,0.19440099596977234
Health/Wellness,Religious,0.19429561495780945
Blues,Miscellaneous Theatre,0.1942315697669983
Alternative,Religious,0.19404417276382446
Jazz,Miscellaneous Theatre,0.1938525140285492
Ice Shows,Variety,0.19380077719688416
Ice Shows,Soccer,0.1936810463666916
Cultural,Horror,0.1935810148715973
Children's Theatre,Multimedia,0.19352418184280396
Action/Adventure,Holiday,0.19334480166435242
Holiday,Motorsports/Racing,0.1932152509689331
Fashion,Ice Skating,0.19321191310882568
Hockey,Religious,0.1932007372379303
Cultural,Holiday,0.19316405057907104
Martial Arts,Psychics/Mediums/Hypnotists,0.19282200932502747
Holiday,Opera,0.19265028834342957
Pop,Reggae,0.19230157136917114
Fashion,Latin,0.19228753447532654
Other,World,0.19210785627365112
Jazz,Religious,0.19190070033073425
Drama,Multimedia,0.19176633656024933
Dance/Electronic,Spectacular,0.19150105118751526
Jazz,R&B,0.1913626343011856
Action/Adventure,Variety,0.19134557247161865
Jazz,Miscellaneous,0.19131477177143097
Hobby/Special Interest Expos,Wrestling,0.1911667287349701
Miscellaneous,Multimedia,0.1910749226808548
Motorsports/Racing,Opera,0.1909627467393875
Cultural,Dance/Electronic,0.19087237119674683
Children's Music,Football,0.1907057911157608
Community/Civic,Cultural,0.19063875079154968
Country,Metal,0.19037571549415588
Hockey,World,0.18992751836776733
Classical,Soccer,0.18958240747451782
Horror,Religious,0.18948979675769806
Ballads/Romantic,Jazz,0.18927925825119019
Drama,Psychics/Mediums/Hypnotists,0.18925103545188904
Drama,Hobby/Special Interest Expos,0.18921715021133423
Circus & Specialty Acts,Cultural,0.18917781114578247
Children's Theatre,Psychics/Mediums/Hypnotists,0.18904495239257812
Country,Pop,0.18902280926704407
Baseball,Community/Civic,0.18877610564231873
Cultural,Reggae,0.18873506784439087
Boxing,Opera,0.18867850303649902
Action/Adventure,Jazz,0.1883787214756012
Children's Music,Comedy,0.18805834650993347
Multimedia,Performance Art,0.18794339895248413
Boxing,Children's Music,0.18721997737884521
Family,Roller Derby,0.18697002530097961
Motorsports/Racing,Spectacular,0.18632544577121735
Food & Drink,R&B,0.18590450286865234
Animation,Rodeo,0.18578240275382996
Hobby/Special Interest Expos,Metal,0.18567858636379242
Animation,Body Building,0.18537475168704987
Science Fiction,Volleyball,0.18494322896003723
Alternative,R&B,0.1847788393497467
Baseball,Martial Arts,0.18476076424121857
Blues,Hobby/Special Interest Expos,0.18469569087028503
Magic & Illusion,Music,0.18431535363197327
Horror,World,0.1842758059501648
Circus & Specialty Acts,Motorsports/Racing,0.18420612812042236
Motorsports/Racing,World,0.18410137295722961
Equestrian,Hip-Hop/Rap,0.1840580850839615
Magic & Illusion,Volleyball,0.1840570569038391
Pop,Soccer,0.1840309351682663
Drama,Hockey,0.18395480513572693
Basketball,Music,0.1836777627468109
Dance,Food & Drink,0.18361389636993408
Basketball,Ice Shows,0.18356472253799438
Hip-Hop/Rap,Spectacular,0.18343250453472137
Martial Arts,Multimedia,0.1832663118839264
Ice Skating,Lecture/Seminar,0.18325531482696533
Alternative,Boxing,0.18302828073501587
Jazz,Opera,0.1829325258731842
Children's Theatre,Spectacular,0.18291592597961426
Fairs & Festivals,Soccer,0.18288657069206238
Multimedia,Wrestling,0.1828477382659912
Country,Soccer,0.18284310400485992
Action/Adventure,Blues,0.18272176384925842
Latin,Psychics/Mediums/Hypnotists,0.1826334446668625
Extreme,Ice Skating,0.1825849413871765
Ballads/Romantic,Ice Skating,0.182375967502594
Football,Miscellaneous,0.18222960829734802
Classical,Dance,0.1820608228445053
Circus & Specialty Acts,Metal,0.18167218565940857
Magic & Illusion,Rock,0.1815756857395172
Classical,Motorsports/Racing,0.18123744428157806
Multimedia,Theatre,0.18116816878318787
Foreign,Horror,0.18114686012268066
Rodeo,Variety,0.18049398064613342
Football,Horror,0.1802157610654831
Boxing,Family,0.18020814657211304
Ice Shows,Religious,0.18003100156784058
Hobby/Special Interest Expos,Rock,0.1798425316810608
Animation,Science Fiction,0.17978927493095398
Baseball,Pop,0.17966638505458832
Horror,Psychics/Mediums/Hypnotists,0.17946094274520874
Science Fiction,Wrestling,0.1793706715106964
Country,Reggae,0.17932522296905518
Fairs & Festivals,Performance Art,0.17910555005073547
Comedy,Undefined,0.17908737063407898
Fashion,Spectacular,0.1788518875837326
Food & Drink,Pop,0.17826005816459656
Ice Shows,Psychics/Mediums/Hypnotists,0.17824870347976685
Family,Fashion,0.17744135856628418
Folk,Opera,0.17738749086856842
Miscellaneous,R&B,0.17729979753494263
Children's Music,Equestrian,0.17701491713523865
Foreign,Rock,0.176894873380661
Pop,Wrestling,0.1768207550048828
Baseball,Ice Skating,0.1766916662454605
Classical,Foreign,0.17665830254554749
Fairs & Festivals,Food & Drink,0.1766277551651001
Country,Miscellaneous,0.17658394575119019
Ice Shows,Jazz,0.1760869026184082
Community/Civic,Ice Skating,0.17588981986045837
Community/Civic,Religious,0.17585058510303497
Performance Art,R&B,0.17580030858516693
Soccer,Theatre,0.1755821853876114
Football,Roller Derby,0.17541900277137756
Classical,Cultural,0.1753007471561432
Dance/Electronic,Family,0.17527562379837036
Basketball,Roller Derby,0.17511849105358124
Children's Theatre,Lecture/Seminar,0.17506882548332214
Blues,New Age,0.17502281069755554
Country,Hip-Hop/Rap,0.17496423423290253
Metal,Motorsports/Racing,0.17457471787929535
Action/Adventure,Animation,0.17456407845020294
Dance,Fairs & Festivals,0.17453640699386597
Community/Civic,Jazz,0.17434349656105042
Ice Skating,Wrestling,0.17418920993804932
Jazz,Motorsports/Racing,0.17385166883468628
Other,Soccer,0.17378437519073486
Animation,Ice Shows,0.17324857413768768
Miscellaneous Theatre,Psychics/Mediums/Hypnotists,0.17313483357429504
Boxing,Classical,0.17297711968421936
Animation,Opera,0.17295238375663757
Baseball,Ice Shows,0.17284631729125977
Multimedia,Volleyball,0.1727754771709442
Metal,Opera,0.1726442277431488
Fairs & Festivals,Wrestling,0.17259487509727478
Circus & Specialty Acts,Drama,0.17236147820949554
Ice Skating,Performance Art,0.1722000241279602
Community/Civic,Spectacular,0.172180637717247
Documentary,Lecture/Seminar,0.17216750979423523
Basketball,Latin,0.17183664441108704
Fashion,Theatre,0.1714232861995697
Family,Miscellaneous,0.1713356375694275
Music,Spectacular,0.17120252549648285
Community/Civic,Equestrian,0.17114558815956116
Magic & Illusion,Science Fiction,0.17086061835289001
Food & Drink,Rock,0.1708286702632904
Classical,Dance/Electronic,0.1706600934267044
Baseball,Reggae,0.17063844203948975
Comedy,Fashion,0.17054243385791779
Equestrian,Soccer,0.17051085829734802
Cultural,Pop,0.17047058045864105
Dance/Electronic,Football,0.17041775584220886
Classical,Drama,0.1699642539024353
Animation,Drama,0.16941772401332855
Ballads/Romantic,Magic & Illusion,0.1691581904888153
Opera,Soccer,0.16848480701446533
Community/Civic,New Age,0.16848450899124146
Classical,Football,0.16830235719680786
Miscellaneous Theatre,Other,0.16822078824043274
Action/Adventure,Folk,0.16795223951339722
Extreme,Hobby/Special Interest Expos,0.1679518222808838
Comedy,Latin,0.16750843822956085
Family,Food & Drink,0.1674804836511612
Football,Spectacular,0.16738024353981018
Multimedia,World,0.16731321811676025
Alternative,Football,0.16719745099544525
Children's Music,Wrestling,0.16685019433498383
Drama,Hip-Hop/Rap,0.16660895943641663
Family,Martial Arts,0.16660179197788239
Reggae,Religious,0.16650022566318512
Dance/Electronic,Metal,0.16644218564033508
Dance/Electronic,Holiday,0.1664295345544815
Documentary,Ice Skating,0.166047602891922
Foreign,Volleyball,0.1659179925918579
New Age,Opera,0.16585685312747955
Classical,Horror,0.16556847095489502
Extreme,Pop,0.16552209854125977
Children's Theatre,Miscellaneous,0.16549433767795563
Comedy,Dance/Electronic,0.165442556142807
Psychics/Mediums/Hypnotists,Volleyball,0.1652912199497223
Alternative,Basketball,0.16503173112869263
Cultural,Hip-Hop/Rap,0.16497814655303955
Community/Civic,Performance Art,0.1649704873561859
Multimedia,Reggae,0.1648632436990738
Family,Hockey,0.16474507749080658
Health/Wellness,R&B,0.16463057696819305
Drama,Equestrian,0.1644550859928131
Hockey,Latin,0.16435381770133972
Fairs & Festivals,Motorsports/Racing,0.16415488719940186
Hobby/Special Interest Expos,Undefined,0.16414691507816315
Fashion,Football,0.16402126848697662
Pop,R&B,0.16387677192687988
Comedy,Variety,0.163868248462677
Blues,Science Fiction,0.16380317509174347
Metal,Reggae,0.1637844741344452
Drama,Folk,0.16377106308937073
Ballads/Romantic,Reggae,0.16345089673995972
Ballads/Romantic,Volleyball,0.1634504497051239
Alternative,Psychics/Mediums/Hypnotists,0.16344618797302246
Comedy,Food & Drink,0.16328229010105133
Alternative,Extreme,0.16323357820510864
Blues,Magic & Illusion,0.1629585325717926
Food & Drink,Hockey,0.16265563666820526
Ice Skating,Science Fiction,0.16259907186031342
Action/Adventure,Hockey,0.16257444024085999
Pop,Psychics/Mediums/Hypnotists,0.16241569817066193
Hip-Hop/Rap,Metal,0.1624002754688263
Miscellaneous,Undefined,0.16237777471542358
Lecture/Seminar,Martial Arts,0.16221660375595093
Ballads/Romantic,Ice Shows,0.1621411293745041
Fairs & Festivals,Fashion,0.1621323674917221
Baseball,Equestrian,0.16209423542022705
Holiday,Ice Shows,0.16206124424934387
Performance Art,Soccer,0.16202425956726074
Fairs & Festivals,Miscellaneous,0.16198167204856873
Action/Adventure,Ballads/Romantic,0.16194534301757812
Religious,Volleyball,0.1618802845478058
Religious,Soccer,0.16165709495544434
Drama,Rock,0.16151998937129974
Horror,Motorsports/Racing,0.16145727038383484
Metal,Theatre,0.1613922417163849
Dance,Religious,0.1612962931394577
Food & Drink,Hip-Hop/Rap,0.1612110435962677
New Age,Rock,0.16108544170856476
Children's Music,Foreign,0.16106335818767548
Hobby/Special Interest Expos,Theatre,0.16074399650096893
Drama,Other,0.1603458821773529
Children's Theatre,Horror,0.16025999188423157
Animation,Wrestling,0.1602509319782257
Equestrian,Multimedia,0.16009965538978577
Lecture/Seminar,Religious,0.15956878662109375
Blues,Opera,0.15954580903053284
Foreign,Wrestling,0.15924155712127686
Fine Art,Undefined,0.1589345932006836
Cultural,Latin,0.15892794728279114
Boxing,Fairs & Festivals,0.15890586376190186
Reggae,Variety,0.15876959264278412
Ballads/Romantic,Pop,0.158290296792984
Folk,Magic & Illusion,0.15828940272331238
Comedy,Magic & Illusion,0.15822163224220276
Football,Pop,0.1580573469400406
Equestrian,Motorsports/Racing,0.1580309271812439
Circus & Specialty Acts,Holiday,0.15799182653427124
Baseball,Family,0.15778189897537231
Lecture/Seminar,Rodeo,0.15776461362838745
Ice Shows,Latin,0.1573435366153717
Foreign,Miscellaneous,0.15729650855064392
Fine Art,Foreign,0.15720266103744507
Alternative,Ballads/Romantic,0.15698957443237305
Fashion,Motorsports/Racing,0.15677084028720856
Drama,New Age,0.15662190318107605
Children's Music,Hockey,0.1566067337989807
Boxing,Religious,0.15651580691337585
Classical,Hobby/Special Interest Expos,0.15628671646118164
Classical,Ice Shows,0.1562267690896988
Family,Ice Shows,0.15616188943386078
Drama,Foreign,0.15590423345565796
Extreme,Spectacular,0.15587382018566132
Lecture/Seminar,World,0.15580998361110687
Religious,Science Fiction,0.15580691397190094
Cultural,Food & Drink,0.15579161047935486
Miscellaneous Theatre,Motorsports/Racing,0.15567925572395325
Action/Adventure,Religious,0.1556394249200821
