subcategory_1,subcategory_2,similarity
Food & Drink,Spectacular,0.07281190901994705
Extreme,Other,0.07250902056694031
Foreign,Psychics/Mediums/Hypnotists,0.07250472903251648
Metal,Other,0.07232797890901566
Ballads/Romantic,Metal,0.07232730835676193
Animation,Hobby/Special Interest Expos,0.07227463275194168
Opera,Psychics/Mediums/Hypnotists,0.07222573459148407
Food & Drink,Martial Arts,0.07222096621990204
Fine Art,Other,0.0721016600728035
Country,Latin,0.07198406755924225
Multimedia,Opera,0.07172869145870209
Extreme,Wrestling,0.07157199829816818
Hockey,Miscellaneous,0.07137182354927063
Children's Music,Religious,0.07118488103151321
Extreme,Reggae,0.07098987698554993
Animation,Foreign,0.07089221477508545
Rock,Undefined,0.07082967460155487
Classical,Metal,0.07068897783756256
Fairs & Festivals,Football,0.07058142870664597
Drama,Metal,0.0701180249452591
Body Building,Holiday,0.07009388506412506
Music,R&B,0.06995007395744324
Ballads/Romantic,Hobby/Special Interest Expos,0.06992007046937943
Foreign,Hip-Hop/Rap,0.06982220709323883
Basketball,Fairs & Festivals,0.0698094591498375
Family,Health/Wellness,0.06966532766819
Country,Hobby/Special Interest Expos,0.06957819312810898
Equestrian,Metal,0.06931931525468826
Children's Theatre,Religious,0.06917037814855576
Ballads/Romantic,Martial Arts,0.06883379817008972
Ice Skating,Metal,0.06877307593822479
Classical,Food & Drink,0.06849312782287598
Folk,Undefined,0.06838582456111908
Foreign,Ice Skating,0.06831721216440201
Reggae,Undefined,0.06810003519058228
Roller Derby,Science Fiction,0.06788264960050583
Ballads/Romantic,Multimedia,0.06781552731990814
Equestrian,Health/Wellness,0.06781049072742462
Children's Theatre,Other,0.06734472513198853
Animation,Other,0.06706885993480682
Health/Wellness,Hip-Hop/Rap,0.06650140136480331
Animation,Fine Art,0.06611010432243347
Animation,Children's Theatre,0.06610250473022461
Football,R&B,0.0658687874674797
Classical,Hockey,0.06582999229431152
Foreign,Undefined,0.06549733132123947
Food & Drink,Horror,0.06548205018043518
Classical,Psychics/Mediums/Hypnotists,0.06540916115045547
Food & Drink,Reggae,0.06536202877759933
Jazz,New Age,0.06528296321630478
Body Building,Ice Skating,0.06527519226074219
Fine Art,Variety,0.06524641066789627
Lecture/Seminar,Opera,0.0648980587720871
Ice Shows,Other,0.06481694430112839
Ice Skating,Psychics/Mediums/Hypnotists,0.06453441083431244
Circus & Specialty Acts,Ice Skating,0.06452934443950653
Cultural,Hockey,0.06452695280313492
Lecture/Seminar,Spectacular,0.06442005187273026
Foreign,Science Fiction,0.06434787064790726
Multimedia,Variety,0.06428133696317673
Football,Multimedia,0.0642499029636383
Pop,Theatre,0.06404764950275421
Miscellaneous,Rodeo,0.06393657624721527
Soccer,Undefined,0.06375306099653244
Circus & Specialty Acts,Undefined,0.06354473531246185
Body Building,Rock,0.0632721409201622
Latin,Theatre,0.06324127316474915
Country,Ice Skating,0.06296500563621521
Basketball,Magic & Illusion,0.06289092451334
Blues,Equestrian,0.0628783106803894
Basketball,Body Building,0.06280534714460373
Classical,Ice Skating,0.06271500140428543
Cultural,Motorsports/Racing,0.06269067525863647
Hockey,Lecture/Seminar,0.06250618398189545
Body Building,R&B,0.062471903860569
Foreign,Pop,0.06243160367012024
Alternative,Health/Wellness,0.061912111937999725
Comedy,Other,0.06178819388151169
Body Building,Science Fiction,0.06175709143280983
Classical,Documentary,0.06171458959579468
Fairs & Festivals,R&B,0.06121587008237839
Ballads/Romantic,Community/Civic,0.06115525960922241
Body Building,Martial Arts,0.060888539999723434
R&B,Spectacular,0.060879647731781006
Foreign,Lecture/Seminar,0.06087415665388107
Ballads/Romantic,Documentary,0.06075470149517059
Fairs & Festivals,Jazz,0.06070496141910553
Ballads/Romantic,Basketball,0.060494620352983475
Hockey,Other,0.06040514260530472
Documentary,Spectacular,0.06038184091448784
Health/Wellness,Reggae,0.0602274052798748
Boxing,Food & Drink,0.060021597892045975
Body Building,Drama,0.06000323221087456
Music,Undefined,0.05990121513605118
Equestrian,Undefined,0.05980389937758446
Ballads/Romantic,Country,0.05954941734671593
New Age,Undefined,0.05953359603881836
Country,Ice Shows,0.05943826213479042
Food & Drink,Wrestling,0.059399187564849854
Undefined,Wrestling,0.05931676924228668
Drama,Undefined,0.059249527752399445
Hockey,Theatre,0.05918189883232117
Health/Wellness,World,0.05893997102975845
Animation,Holiday,0.0585801936686039
Baseball,Lecture/Seminar,0.05848771706223488
Equestrian,Horror,0.05827343463897705
Body Building,Miscellaneous Theatre,0.058235928416252136
Action/Adventure,Classical,0.05823494866490364
Blues,Health/Wellness,0.05822238326072693
Football,Variety,0.05801624804735184
Football,Hobby/Special Interest Expos,0.05798705667257309
Circus & Specialty Acts,Food & Drink,0.057918619364500046
Body Building,Fine Art,0.057842452079057693
Documentary,Performance Art,0.05748097226023674
Basketball,Opera,0.05736813694238663
Basketball,Health/Wellness,0.05731701850891113
Documentary,Fine Art,0.05724386125802994
Animation,Folk,0.05717792361974716
Baseball,Folk,0.05716666206717491
Children's Theatre,R&B,0.05715196579694748
Hip-Hop/Rap,R&B,0.057113081216812134
Ice Shows,Multimedia,0.05692081153392792
Children's Music,Health/Wellness,0.05687100067734718
Animation,Lecture/Seminar,0.05642787367105484
Classical,Fairs & Festivals,0.05634196847677231
Martial Arts,Variety,0.05624289810657501
Documentary,Pop,0.055831097066402435
Rock,Variety,0.05581405758857727
Hockey,Variety,0.0557076558470726
Football,Psychics/Mediums/Hypnotists,0.05569278821349144
Country,Fairs & Festivals,0.055289268493652344
R&B,Theatre,0.055274251848459244
Health/Wellness,Soccer,0.055111102759838104
New Age,Spectacular,0.054760538041591644
Documentary,Wrestling,0.05401941016316414
Horror,Other,0.053965575993061066
Animation,R&B,0.053873755037784576
Ballads/Romantic,Holiday,0.05385515093803406
Action/Adventure,Country,0.05372977629303932
Children's Theatre,Undefined,0.05370263755321503
Documentary,Miscellaneous Theatre,0.05360308289527893
Baseball,Other,0.0535876490175724
Community/Civic,Undefined,0.05302101746201515
Foreign,Hockey,0.053015850484371185
Blues,Variety,0.05239282548427582
Country,Cultural,0.052299223840236664
Body Building,Psychics/Mediums/Hypnotists,0.05205652490258217
Hobby/Special Interest Expos,R&B,0.05198614299297333
Equestrian,Family,0.051777441054582596
Motorsports/Racing,New Age,0.05152510106563568
Documentary,Folk,0.05130767822265625
Documentary,R&B,0.051280029118061066
Ballads/Romantic,Children's Theatre,0.05095905065536499
Circus & Specialty Acts,Jazz,0.0508921816945076
Body Building,Hip-Hop/Rap,0.05085330829024315
Extreme,Hip-Hop/Rap,0.05075816810131073
New Age,Soccer,0.050753794610500336
Community/Civic,Multimedia,0.05065091699361801
Extreme,Variety,0.05062956362962723
Metal,Science Fiction,0.05060642585158348
Miscellaneous,Theatre,0.05003606155514717
Community/Civic,Extreme,0.04993150383234024
Country,Equestrian,0.049760475754737854
Community/Civic,Health/Wellness,0.04964499920606613
Ballads/Romantic,Cultural,0.04961417242884636
Baseball,Extreme,0.04959006980061531
Motorsports/Racing,Multimedia,0.04910426214337349
Equestrian,Science Fiction,0.049066830426454544
Body Building,Comedy,0.048913560807704926
Food & Drink,Music,0.048863351345062256
Body Building,Undefined,0.04844515770673752
Holiday,Lecture/Seminar,0.0484444722533226
Documentary,Holiday,0.04838867112994194
Country,Documentary,0.048307567834854126
R&B,Volleyball,0.04810398817062378
Children's Music,Undefined,0.047705214470624924
Health/Wellness,Martial Arts,0.04757360741496086
Circus & Specialty Acts,Latin,0.047498393803834915
Children's Theatre,Variety,0.047352954745292664
Dance/Electronic,Extreme,0.047106944024562836
Animation,Religious,0.046813592314720154
Lecture/Seminar,R&B,0.04629552364349365
Body Building,Volleyball,0.04626718908548355
Baseball,New Age,0.0459207147359848
R&B,Wrestling,0.04476487636566162
Boxing,Miscellaneous,0.04473297297954559
Extreme,Foreign,0.0445786789059639
Classical,R&B,0.044021494686603546
Animation,Ballads/Romantic,0.04398282989859581
Ballads/Romantic,Football,0.043961457908153534
Children's Theatre,Ice Skating,0.043726105242967606
Animation,Miscellaneous,0.043644979596138
Animation,Rock,0.04352943226695061
Documentary,Foreign,0.043526213616132736
Hip-Hop/Rap,Science Fiction,0.043387819081544876
Hobby/Special Interest Expos,Other,0.04305762052536011
Classical,Undefined,0.042594023048877716
Animation,Baseball,0.04198309779167175
Country,Magic & Illusion,0.04149636626243591
Science Fiction,Soccer,0.04148981347680092
Action/Adventure,Foreign,0.04119420796632767
Animation,Boxing,0.04114793241024017
Health/Wellness,Other,0.04110250622034073
Multimedia,New Age,0.04100751131772995
Dance,Health/Wellness,0.04096202552318573
Hip-Hop/Rap,Other,0.04049306362867355
Documentary,Volleyball,0.040348120033741
Extreme,Folk,0.04016389325261116
Food & Drink,Science Fiction,0.040059469640254974
Body Building,Music,0.040015123784542084
Foreign,Ice Shows,0.039879072457551956
Health/Wellness,Wrestling,0.039853066205978394
Cultural,Science Fiction,0.039448969066143036
Fairs & Festivals,Health/Wellness,0.03929787874221802
Health/Wellness,Spectacular,0.03925129026174545
Circus & Specialty Acts,Horror,0.03914273530244827
Health/Wellness,Music,0.03895661234855652
Equestrian,Miscellaneous,0.038848552852869034
Health/Wellness,Volleyball,0.03867907449603081
Documentary,Motorsports/Racing,0.038431696593761444
Extreme,Motorsports/Racing,0.0384042002260685
Circus & Specialty Acts,Family,0.03806672245264053
Metal,R&B,0.037991542369127274
Lecture/Seminar,Music,0.037946105003356934
Boxing,Theatre,0.03780621290206909
Psychics/Mediums/Hypnotists,Spectacular,0.03767412528395653
Extreme,Religious,0.03744024038314819
Food & Drink,Latin,0.03727389872074127
Animation,Miscellaneous Theatre,0.03699691221117973
Food & Drink,Foreign,0.03695588931441307
Dance,Multimedia,0.03692640736699104
Boxing,Documentary,0.036904819309711456
Extreme,Multimedia,0.036897871643304825
Fashion,R&B,0.03670930117368698
Fairs & Festivals,Ice Skating,0.036178622394800186
Classical,Pop,0.03615637496113777
Food & Drink,Performance Art,0.03604952245950699
Hockey,Psychics/Mediums/Hypnotists,0.03567466884851456
Latin,Variety,0.03535506874322891
Football,Ice Skating,0.0352715328335762
Basketball,Variety,0.03519340604543686
Ballads/Romantic,Hockey,0.0350692942738533
Classical,Equestrian,0.034980230033397675
Body Building,Metal,0.034917742013931274
Country,Psychics/Mediums/Hypnotists,0.03464760258793831
Classical,Country,0.03439692407846451
Undefined,Volleyball,0.03420838341116905
Multimedia,R&B,0.0340551920235157
Cultural,Extreme,0.03402798995375633
Magic & Illusion,Other,0.03396882861852646
Food & Drink,Psychics/Mediums/Hypnotists,0.03355034068226814
Football,Undefined,0.033093035221099854
Jazz,Undefined,0.03291913494467735
Ballads/Romantic,Family,0.03252442926168442
Food & Drink,Motorsports/Racing,0.03237355500459671
Jazz,Theatre,0.032043956220149994
Extreme,Food & Drink,0.03196021169424057
Animation,Children's Music,0.03166813775897026
Hobby/Special Interest Expos,Multimedia,0.03144623711705208
Food & Drink,Other,0.03142612800002098
Documentary,Fairs & Festivals,0.031111566349864006
Body Building,Other,0.03056660108268261
Health/Wellness,Ice Shows,0.030290311202406883
Baseball,Multimedia,0.029550984501838684
R&B,Undefined,0.029534775763750076
Body Building,Football,0.029051946476101875
Basketball,Theatre,0.028985461220145226
Hip-Hop/Rap,Multimedia,0.02873828634619713
Family,Undefined,0.028700772672891617
New Age,Other,0.028582673519849777
Dance/Electronic,Science Fiction,0.028536183759570122
Miscellaneous,Opera,0.028523897752165794
Extreme,Theatre,0.028469538316130638
Jazz,Other,0.027239399030804634
Foreign,Variety,0.027217905968427658
Food & Drink,Metal,0.027142420411109924
Documentary,Hip-Hop/Rap,0.026780162006616592
Circus & Specialty Acts,Pop,0.026099491864442825
Foreign,Motorsports/Racing,0.026017839089035988
Animation,Basketball,0.025835391134023666
Extreme,Martial Arts,0.025234051048755646
Country,Multimedia,0.025178134441375732
Basketball,Science Fiction,0.025087378919124603
Drama,Food & Drink,0.02495725452899933
Ice Skating,Undefined,0.024615898728370667
Extreme,Magic & Illusion,0.02457934059202671
Roller Derby,Undefined,0.02423873543739319
Other,Pop,0.023958373814821243
Baseball,Miscellaneous Theatre,0.02353585883975029
Health/Wellness,Hobby/Special Interest Expos,0.023319868370890617
Animation,World,0.022528287023305893
Food & Drink,Theatre,0.022478852421045303
Animation,Football,0.02230795845389366
Body Building,Rodeo,0.022089697420597076
Miscellaneous,Spectacular,0.02196040377020836
Community/Civic,Football,0.021864786744117737
Documentary,Miscellaneous,0.021796289831399918
Food & Drink,Roller Derby,0.021423714235424995
Body Building,Cultural,0.021314071491360664
Classical,Variety,0.021267414093017578
New Age,R&B,0.020742446184158325
Hockey,Science Fiction,0.020355775952339172
Body Building,Magic & Illusion,0.01940743252635002
Ice Skating,Miscellaneous,0.019284605979919434
Extreme,Soccer,0.019050881266593933
Body Building,Children's Music,0.018938519060611725
Documentary,Undefined,0.018936704844236374
Baseball,Body Building,0.018850527703762054
Ice Skating,Miscellaneous Theatre,0.018037032335996628
Motorsports/Racing,Theatre,0.01762099377810955
Football,Other,0.01747521013021469
Action/Adventure,Football,0.017415694892406464
Family,Ice Skating,0.01707615703344345
Other,Theatre,0.017035305500030518
Circus & Specialty Acts,R&B,0.01694035716354847
Documentary,Latin,0.016398761421442032
Documentary,Magic & Illusion,0.016383618116378784
Circus & Specialty Acts,Religious,0.01631437987089157
Fairs & Festivals,Other,0.01615663431584835
Animation,Theatre,0.01597883179783821
Variety,World,0.01587051898241043
Undefined,Variety,0.015759466215968132
Dance,Documentary,0.015595327131450176
Alternative,Body Building,0.015387013554573059
Health/Wellness,Roller Derby,0.015252416953444481
Body Building,Children's Theatre,0.015085133723914623
R&B,Roller Derby,0.014784721657633781
Football,Lecture/Seminar,0.014705253764986992
Children's Theatre,Science Fiction,0.014481642283499241
Foreign,Health/Wellness,0.014436719939112663
Community/Civic,Foreign,0.014368059113621712
Ice Shows,Miscellaneous,0.013646123930811882
Action/Adventure,Other,0.013309316709637642
Family,Science Fiction,0.013079643249511719
Documentary,Roller Derby,0.01273300126194954
Dance/Electronic,Health/Wellness,0.012266319245100021
Blues,Undefined,0.012202924117445946
Drama,Miscellaneous,0.012038091197609901
Country,Horror,0.01154274307191372
Baseball,Undefined,0.011363532394170761
Body Building,Hobby/Special Interest Expos,0.011158956214785576
Health/Wellness,Motorsports/Racing,0.011069979518651962
Folk,Health/Wellness,0.009922516532242298
Community/Civic,Other,0.009915527887642384
Other,Spectacular,0.009468169882893562
Classical,Holiday,0.009415497072041035
Other,Variety,0.009303105995059013
Opera,Other,0.009222323074936867
Documentary,Family,0.008937923237681389
Ballads/Romantic,Body Building,0.007423523813486099
Country,Health/Wellness,0.007374286185950041
Classical,New Age,0.00720833707600832
Blues,Body Building,0.0069420356303453445
Fashion,Other,0.006910224910825491
Extreme,Roller Derby,0.006604285910725594
Documentary,Psychics/Mediums/Hypnotists,0.006305532529950142
Body Building,Country,0.0057814233005046844
R&B,Variety,0.005754505284130573
Equestrian,Foreign,0.005286276340484619
Baseball,Documentary,0.004905682057142258
Body Building,Spectacular,0.004728149622678757
Food & Drink,Rodeo,0.0046402160078287125
Extreme,Music,0.003327053040266037
Ballads/Romantic,World,0.0027591101825237274
Fashion,Undefined,0.0022398345172405243
Animation,Latin,0.0020591169595718384
Food & Drink,Opera,0.0019343160092830658
Country,Food & Drink,0.001388880773447454
Body Building,Hockey,0.0009944522753357887
Body Building,Dance/Electronic,0.0007356218993663788
Body Building,Opera,0.00030924659222364426
Health/Wellness,Pop,-9.707733988761902e-05
Cultural,Health/Wellness,-0.00011963397264480591
Documentary,Rock,-0.0006572355050593615
Documentary,Football,-0.0016154870390892029
Animation,Community/Civic,-0.0017333989962935448
Cultural,Undefined,-0.0018408652395009995
Foreign,Spectacular,-0.0022238846868276596
Country,Wrestling,-0.0025083404034376144
Body Building,Pop,-0.002901872619986534
Health/Wellness,Rodeo,-0.003065795172005892
Body Building,Roller Derby,-0.0032121259719133377
Extreme,Metal,-0.0032342690974473953
Equestrian,R&B,-0.003474575001746416
Community/Civic,Science Fiction,-0.0036472100764513016
Body Building,Foreign,-0.003925008699297905
Extreme,Undefined,-0.004027426242828369
Basketball,Multimedia,-0.004104277119040489
Documentary,Food & Drink,-0.004974777344614267
Animation,Jazz,-0.005121611058712006
Body Building,Theatre,-0.005885478109121323
Lecture/Seminar,Other,-0.006511666812002659
Animation,Classical,-0.006583890877664089
Circus & Specialty Acts,Foreign,-0.0070517659187316895
Community/Civic,R&B,-0.007560264319181442
Children's Theatre,Documentary,-0.00758237112313509
Lecture/Seminar,Science Fiction,-0.008280149661004543
Ballads/Romantic,Soccer,-0.008851829916238785
Multimedia,Science Fiction,-0.00944366306066513
Circus & Specialty Acts,Miscellaneous,-0.00953209213912487
Body Building,Folk,-0.00968245416879654
Health/Wellness,Miscellaneous Theatre,-0.00968284159898758
Documentary,Soccer,-0.00980282761156559
Animation,Motorsports/Racing,-0.010828719474375248
Animation,Country,-0.010967346839606762
Circus & Specialty Acts,Extreme,-0.011115526780486107
Basketball,Documentary,-0.011209878139197826
Documentary,Jazz,-0.011920148506760597
Metal,Variety,-0.012226556427776814
Documentary,Theatre,-0.012393424287438393
Opera,R&B,-0.012424835935235023
Documentary,Martial Arts,-0.01356649398803711
Extreme,Fairs & Festivals,-0.014341630041599274
Food & Drink,Hobby/Special Interest Expos,-0.016076592728495598
Body Building,World,-0.016497602686285973
Ballads/Romantic,Other,-0.01720225252211094
Body Building,Community/Civic,-0.01725027896463871
Country,Drama,-0.017307208850979805
Animation,Food & Drink,-0.017659373581409454
Pop,Undefined,-0.01771908812224865
Dance/Electronic,Other,-0.019047526642680168
Football,Health/Wellness,-0.019512254744768143
Children's Music,Documentary,-0.019682707265019417
Martial Arts,Miscellaneous,-0.01986391842365265
Equestrian,Other,-0.019898712635040283
Country,Variety,-0.021461645141243935
Animation,Metal,-0.021518118679523468
Body Building,Equestrian,-0.021888254210352898
Other,Psychics/Mediums/Hypnotists,-0.022188041359186172
Health/Wellness,Rock,-0.022448664531111717
Animation,Psychics/Mediums/Hypnotists,-0.022812891751527786
Metal,Undefined,-0.022865982726216316
Body Building,Variety,-0.02308897115290165
Baseball,Fairs & Festivals,-0.023242760449647903
Family,Variety,-0.02335265278816223
Ballads/Romantic,Theatre,-0.023356059566140175
Jazz,Multimedia,-0.023662839084863663
Ice Skating,Theatre,-0.023676283657550812
Ballads/Romantic,Food & Drink,-0.023910241201519966
Science Fiction,Theatre,-0.024638846516609192
Fairs & Festivals,Religious,-0.02521461620926857
Motorsports/Racing,Other,-0.025424713268876076
Body Building,Ice Shows,-0.025522440671920776
Equestrian,Lecture/Seminar,-0.02562832273542881
Body Building,Miscellaneous,-0.0257746409624815
Documentary,Opera,-0.02596507966518402
Community/Civic,Documentary,-0.026055289432406425
Fairs & Festivals,Foreign,-0.026186175644397736
Baseball,R&B,-0.02673213556408882
Dance/Electronic,Documentary,-0.026928655803203583
Body Building,Soccer,-0.027718570083379745
Country,Undefined,-0.02817680686712265
Body Building,Latin,-0.02981652319431305
Classical,Health/Wellness,-0.03014190122485161
Equestrian,Food & Drink,-0.030328882858157158
Blues,Theatre,-0.03066505864262581
Baseball,Circus & Specialty Acts,-0.03106580302119255
Body Building,Motorsports/Racing,-0.031244244426488876
Alternative,Baseball,-0.03136349096894264
Animation,Circus & Specialty Acts,-0.032111674547195435
Animation,Music,-0.032952651381492615
Country,Opera,-0.03468235582113266
Documentary,Religious,-0.03591034561395645
Other,Rodeo,-0.0381711907684803
Animation,Soccer,-0.03979349136352539
Body Building,Multimedia,-0.04063054919242859
Miscellaneous,Wrestling,-0.040956396609544754
Baseball,Children's Theatre,-0.04146558418869972
Documentary,Music,-0.04198253154754639
Body Building,Reggae,-0.042745888233184814
Basketball,Circus & Specialty Acts,-0.04411333426833153
Extreme,Football,-0.046630870550870895
Blues,Circus & Specialty Acts,-0.0476672425866127
Animation,Family,-0.0480482243001461
Circus & Specialty Acts,Other,-0.05010515823960304
Documentary,Metal,-0.05052124708890915
Ballads/Romantic,Circus & Specialty Acts,-0.05079890787601471
Documentary,Hockey,-0.05139916017651558
Circus & Specialty Acts,Country,-0.0517573282122612
Circus & Specialty Acts,Health/Wellness,-0.051946546882390976
Ballads/Romantic,Fairs & Festivals,-0.05271955206990242
Children's Theatre,Health/Wellness,-0.054071567952632904
Other,Reggae,-0.05767211318016052
Psychics/Mediums/Hypnotists,R&B,-0.05798269063234329
Miscellaneous,Roller Derby,-0.05914745479822159
Country,Extreme,-0.06094112619757652
Theatre,Undefined,-0.06184343993663788
Equestrian,Extreme,-0.06312784552574158
Fairs & Festivals,Science Fiction,-0.06447924673557281
Body Building,Classical,-0.07052987813949585
Health/Wellness,Latin,-0.0733463317155838
Health/Wellness,Metal,-0.07663343101739883
Country,Theatre,-0.07772534340620041
Animation,Fairs & Festivals,-0.0791621282696724
Food & Drink,Multimedia,-0.08275511860847473
Body Building,Circus & Specialty Acts,-0.08314970880746841
Country,Spectacular,-0.08615222573280334
Health/Wellness,Opera,-0.08727423846721649
Circus & Specialty Acts,Documentary,-0.09048047661781311
Baseball,Theatre,-0.09513199329376221
Body Building,Fairs & Festivals,-0.10527653992176056
Documentary,Equestrian,-0.110001340508461
Food & Drink,Undefined,-0.12321825325489044
Health/Wellness,Theatre,-0.13292661309242249
Circus & Specialty Acts,Science Fiction,-0.1366695761680603
